client_id,topic
a2d5e1ba-fa9b-4e8b-8926-1c76ce35c931,0
98f25c77-74ad-4649-a7ab-472c95d31dfb,4
98f25c77-74ad-4649-a7ab-472c95d31dfb,4
98f25c77-74ad-4649-a7ab-472c95d31dfb,4
f6d0477e-6c65-4615-aa63-eb08ba201d1d,2
f6d0477e-6c65-4615-aa63-eb08ba201d1d,2
617ef496-fba3-4556-89aa-66356e106be3,3
617ef496-fba3-4556-89aa-66356e106be3,3
617ef496-fba3-4556-89aa-66356e106be3,3
d5e383b3-f31d-4d51-875f-c2d1791bd444,1
d5e383b3-f31d-4d51-875f-c2d1791bd444,1
d5e383b3-f31d-4d51-875f-c2d1791bd444,1
a2d5e1ba-fa9b-4e8b-8926-1c76ce35c931,2
a2d5e1ba-fa9b-4e8b-8926-1c76ce35c931,2
a2d5e1ba-fa9b-4e8b-8926-1c76ce35c931,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4
3f9c6da9-5762-4f56-9c61-56874e9fc89b,3
3f9c6da9-5762-4f56-9c61-56874e9fc89b,3
3f9c6da9-5762-4f56-9c61-56874e9fc89b,3
3f9c6da9-5762-4f56-9c61-56874e9fc89b,3
3f9c6da9-5762-4f56-9c61-56874e9fc89b,3
d5e383b3-f31d-4d51-875f-c2d1791bd444,4
d5e383b3-f31d-4d51-875f-c2d1791bd444,4
d5e383b3-f31d-4d51-875f-c2d1791bd444,4
c5d7afc9-7670-4e6e-a149-b3111babb49e,4
ee09fa7e-3cca-435b-8c5f-502e72c75a94,3
ee09fa7e-3cca-435b-8c5f-502e72c75a94,3
8197f52c-7284-487c-9ac4-59b28c2277bf,3
a7c0b141-2ae2-4d2a-a50a-22264f5238ee,0
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,0
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,0
8c643093-5ba7-438a-a0d9-741d5c05e7ec,2
8c643093-5ba7-438a-a0d9-741d5c05e7ec,2
c61955e9-7d92-40a8-8138-e69ab2069100,0
e0bbae6b-ab97-42e6-982f-265c4e28f6a4,4
e0bbae6b-ab97-42e6-982f-265c4e28f6a4,4
25c7011c-6d67-4db9-af03-9139568cd964,3
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,0
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,0
a616b0bd-b0f0-4299-870d-6bc14b52fa9c,3
a616b0bd-b0f0-4299-870d-6bc14b52fa9c,3
1305c183-7d92-4f95-9856-f5dfd70b18d5,0
a914bbee-265f-49f7-ae35-1d6b73a08619,0
a914bbee-265f-49f7-ae35-1d6b73a08619,0
617ef496-fba3-4556-89aa-66356e106be3,4
617ef496-fba3-4556-89aa-66356e106be3,4
617ef496-fba3-4556-89aa-66356e106be3,4
62c5a256-406a-49e1-a887-213cc00929af,2
62c5a256-406a-49e1-a887-213cc00929af,2
c7f9fc24-cf1d-4bd1-9580-0e5685f82719,1
ae34ca3b-2531-4e24-9a19-d1da589f043d,4
ae34ca3b-2531-4e24-9a19-d1da589f043d,4
ae34ca3b-2531-4e24-9a19-d1da589f043d,4
ae34ca3b-2531-4e24-9a19-d1da589f043d,4
c8a7ce21-d6b4-4c98-a4d9-84fadbd4380a,2
c8a7ce21-d6b4-4c98-a4d9-84fadbd4380a,2
c8a7ce21-d6b4-4c98-a4d9-84fadbd4380a,2
c8a7ce21-d6b4-4c98-a4d9-84fadbd4380a,2
80e8e83a-98a8-4e88-9d71-9d27cf66908d,2
80e8e83a-98a8-4e88-9d71-9d27cf66908d,2
c3cac701-d1d0-4f28-9b80-6deec1464d27,4
c3cac701-d1d0-4f28-9b80-6deec1464d27,4
c3cac701-d1d0-4f28-9b80-6deec1464d27,4
c3cac701-d1d0-4f28-9b80-6deec1464d27,4
1215bae3-e340-4259-a6e8-6a5cc3bdfd49,2
1215bae3-e340-4259-a6e8-6a5cc3bdfd49,2
1215bae3-e340-4259-a6e8-6a5cc3bdfd49,2
a2d5e1ba-fa9b-4e8b-8926-1c76ce35c931,0
a2d5e1ba-fa9b-4e8b-8926-1c76ce35c931,0
a2d5e1ba-fa9b-4e8b-8926-1c76ce35c931,0
945db619-73bf-47d5-8810-b633d6bc00e5,3
945db619-73bf-47d5-8810-b633d6bc00e5,3
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,2
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,2
62c5a256-406a-49e1-a887-213cc00929af,4
62c5a256-406a-49e1-a887-213cc00929af,4
c5553cc0-3c90-4e8f-ad8b-7d18d51940b9,4
c5553cc0-3c90-4e8f-ad8b-7d18d51940b9,4
80e8e83a-98a8-4e88-9d71-9d27cf66908d,4
80e8e83a-98a8-4e88-9d71-9d27cf66908d,4
a197cb6e-9ce5-4bc7-ac94-1f8df2a4c0b2,2
b68fc553-0ae7-4a66-9e7a-b080d391f285,4
b68fc553-0ae7-4a66-9e7a-b080d391f285,4
b68fc553-0ae7-4a66-9e7a-b080d391f285,4
78366cb0-47b9-46cf-8753-76db262c0442,4
486e3c0b-3ef2-4d18-9df9-d2d4b88efc81,4
486e3c0b-3ef2-4d18-9df9-d2d4b88efc81,4
486e3c0b-3ef2-4d18-9df9-d2d4b88efc81,4
57bfa561-fb8d-4748-97d3-4a3a6ecaf05e,1
57bfa561-fb8d-4748-97d3-4a3a6ecaf05e,1
57bfa561-fb8d-4748-97d3-4a3a6ecaf05e,1
718e6865-9a30-48a8-a573-865684aec380,2
718e6865-9a30-48a8-a573-865684aec380,2
b68fc553-0ae7-4a66-9e7a-b080d391f285,4
b68fc553-0ae7-4a66-9e7a-b080d391f285,4
b68fc553-0ae7-4a66-9e7a-b080d391f285,4
db4adde1-abef-47b0-bde1-612f75090e94,0
6cd840bf-c335-4e34-a307-deaa5bdcda66,4
3c8c0e2a-9fc0-49fd-86b2-7361f0c39e61,3
156d8b90-254d-44d9-831f-d8e80142882c,3
156d8b90-254d-44d9-831f-d8e80142882c,3
4295d52d-c717-4974-8cc5-13054ab23481,0
4295d52d-c717-4974-8cc5-13054ab23481,0
3c8c0e2a-9fc0-49fd-86b2-7361f0c39e61,0
2200cc34-2830-4693-940e-d3028628b943,2
2200cc34-2830-4693-940e-d3028628b943,2
2200cc34-2830-4693-940e-d3028628b943,2
62c5a256-406a-49e1-a887-213cc00929af,1
62c5a256-406a-49e1-a887-213cc00929af,1
5e07ffd9-42df-44b5-9bbe-20420bd20b2e,3
8197f52c-7284-487c-9ac4-59b28c2277bf,1
1215bae3-e340-4259-a6e8-6a5cc3bdfd49,4
1215bae3-e340-4259-a6e8-6a5cc3bdfd49,4
1215bae3-e340-4259-a6e8-6a5cc3bdfd49,4
a616b0bd-b0f0-4299-870d-6bc14b52fa9c,0
a616b0bd-b0f0-4299-870d-6bc14b52fa9c,0
c5553cc0-3c90-4e8f-ad8b-7d18d51940b9,1
c5553cc0-3c90-4e8f-ad8b-7d18d51940b9,1
181fe5eb-a887-4bb0-876e-492aa15aba62,0
181fe5eb-a887-4bb0-876e-492aa15aba62,0
181fe5eb-a887-4bb0-876e-492aa15aba62,0
181fe5eb-a887-4bb0-876e-492aa15aba62,0
6d3d8dfc-0020-4744-86d8-493c498faa30,0
6d3d8dfc-0020-4744-86d8-493c498faa30,0
6d3d8dfc-0020-4744-86d8-493c498faa30,0
6d3d8dfc-0020-4744-86d8-493c498faa30,0
6d3d8dfc-0020-4744-86d8-493c498faa30,0
497a9929-3358-4eae-b72f-95c0c0c33290,3
497a9929-3358-4eae-b72f-95c0c0c33290,3
497a9929-3358-4eae-b72f-95c0c0c33290,3
497a9929-3358-4eae-b72f-95c0c0c33290,3
c5d7afc9-7670-4e6e-a149-b3111babb49e,1
5e07ffd9-42df-44b5-9bbe-20420bd20b2e,4
1007b0b4-e6e9-4b20-bb83-0a0222bc7fec,0
c61955e9-7d92-40a8-8138-e69ab2069100,1
63228798-ab6a-4930-9aa9-35bb5531c88c,1
63228798-ab6a-4930-9aa9-35bb5531c88c,1
63228798-ab6a-4930-9aa9-35bb5531c88c,1
10adb0c3-8246-4cd3-875a-1b734f7d84f6,1
10adb0c3-8246-4cd3-875a-1b734f7d84f6,1
486e3c0b-3ef2-4d18-9df9-d2d4b88efc81,2
486e3c0b-3ef2-4d18-9df9-d2d4b88efc81,2
486e3c0b-3ef2-4d18-9df9-d2d4b88efc81,2
1a1587aa-da80-48ce-8df5-ea6e845290d2,2
1a1587aa-da80-48ce-8df5-ea6e845290d2,2
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,4
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,4
1305c183-7d92-4f95-9856-f5dfd70b18d5,0
5ab090b5-c6fe-40ad-91c8-dce7f3f0dad0,1
1305c183-7d92-4f95-9856-f5dfd70b18d5,1
3c8c0e2a-9fc0-49fd-86b2-7361f0c39e61,1
1305c183-7d92-4f95-9856-f5dfd70b18d5,0
c46258f9-c3ee-405f-b08c-268c35a76a94,1
c46258f9-c3ee-405f-b08c-268c35a76a94,1
c46258f9-c3ee-405f-b08c-268c35a76a94,1
c46258f9-c3ee-405f-b08c-268c35a76a94,1
a197cb6e-9ce5-4bc7-ac94-1f8df2a4c0b2,1
a616b0bd-b0f0-4299-870d-6bc14b52fa9c,4
a616b0bd-b0f0-4299-870d-6bc14b52fa9c,4
63228798-ab6a-4930-9aa9-35bb5531c88c,1
63228798-ab6a-4930-9aa9-35bb5531c88c,1
63228798-ab6a-4930-9aa9-35bb5531c88c,1
10adb0c3-8246-4cd3-875a-1b734f7d84f6,1
10adb0c3-8246-4cd3-875a-1b734f7d84f6,1
c5d7afc9-7670-4e6e-a149-b3111babb49e,1
c61955e9-7d92-40a8-8138-e69ab2069100,1
c8a7ce21-d6b4-4c98-a4d9-84fadbd4380a,1
c8a7ce21-d6b4-4c98-a4d9-84fadbd4380a,1
c8a7ce21-d6b4-4c98-a4d9-84fadbd4380a,1
c8a7ce21-d6b4-4c98-a4d9-84fadbd4380a,1
1305c183-7d92-4f95-9856-f5dfd70b18d5,0
25c7011c-6d67-4db9-af03-9139568cd964,0
c3cac701-d1d0-4f28-9b80-6deec1464d27,1
c3cac701-d1d0-4f28-9b80-6deec1464d27,1
c3cac701-d1d0-4f28-9b80-6deec1464d27,1
c3cac701-d1d0-4f28-9b80-6deec1464d27,1
78366cb0-47b9-46cf-8753-76db262c0442,0
63228798-ab6a-4930-9aa9-35bb5531c88c,2
63228798-ab6a-4930-9aa9-35bb5531c88c,2
63228798-ab6a-4930-9aa9-35bb5531c88c,2
8c643093-5ba7-438a-a0d9-741d5c05e7ec,0
8c643093-5ba7-438a-a0d9-741d5c05e7ec,0
1215bae3-e340-4259-a6e8-6a5cc3bdfd49,1
1215bae3-e340-4259-a6e8-6a5cc3bdfd49,1
1215bae3-e340-4259-a6e8-6a5cc3bdfd49,1
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,1
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,1
61f93499-135e-4e8a-b8ba-739aa4767967,0
61f93499-135e-4e8a-b8ba-739aa4767967,0
2a7816e7-5ddb-4ffe-b7a1-6f40acc1219f,1
8240fb78-59e1-4a77-9953-0b08a6c8a70b,1
3f9c6da9-5762-4f56-9c61-56874e9fc89b,3
3f9c6da9-5762-4f56-9c61-56874e9fc89b,3
3f9c6da9-5762-4f56-9c61-56874e9fc89b,3
3f9c6da9-5762-4f56-9c61-56874e9fc89b,3
3f9c6da9-5762-4f56-9c61-56874e9fc89b,3
3c8c0e2a-9fc0-49fd-86b2-7361f0c39e61,0
16b3912a-48f4-4584-bb84-573c545dab1f,1
16b3912a-48f4-4584-bb84-573c545dab1f,1
0dc05e91-5b8d-45e1-99f1-0ad0af345f12,1
0dc05e91-5b8d-45e1-99f1-0ad0af345f12,1
6cd840bf-c335-4e34-a307-deaa5bdcda66,1
c53349c9-868e-4f41-94dc-b33d4abeb276,0
c53349c9-868e-4f41-94dc-b33d4abeb276,0
156d8b90-254d-44d9-831f-d8e80142882c,3
156d8b90-254d-44d9-831f-d8e80142882c,3
16b3912a-48f4-4584-bb84-573c545dab1f,3
16b3912a-48f4-4584-bb84-573c545dab1f,3
486e3c0b-3ef2-4d18-9df9-d2d4b88efc81,1
486e3c0b-3ef2-4d18-9df9-d2d4b88efc81,1
486e3c0b-3ef2-4d18-9df9-d2d4b88efc81,1
61444f4a-64ab-41f3-8a41-49b386761f28,0
61444f4a-64ab-41f3-8a41-49b386761f28,3
a197cb6e-9ce5-4bc7-ac94-1f8df2a4c0b2,0
57bfa561-fb8d-4748-97d3-4a3a6ecaf05e,1
57bfa561-fb8d-4748-97d3-4a3a6ecaf05e,1
57bfa561-fb8d-4748-97d3-4a3a6ecaf05e,1
16b3912a-48f4-4584-bb84-573c545dab1f,1
16b3912a-48f4-4584-bb84-573c545dab1f,1
98f25c77-74ad-4649-a7ab-472c95d31dfb,3
98f25c77-74ad-4649-a7ab-472c95d31dfb,3
98f25c77-74ad-4649-a7ab-472c95d31dfb,3
181fe5eb-a887-4bb0-876e-492aa15aba62,0
181fe5eb-a887-4bb0-876e-492aa15aba62,0
181fe5eb-a887-4bb0-876e-492aa15aba62,0
181fe5eb-a887-4bb0-876e-492aa15aba62,0
8197f52c-7284-487c-9ac4-59b28c2277bf,3
1215bae3-e340-4259-a6e8-6a5cc3bdfd49,2
1215bae3-e340-4259-a6e8-6a5cc3bdfd49,2
1215bae3-e340-4259-a6e8-6a5cc3bdfd49,2
718e6865-9a30-48a8-a573-865684aec380,3
718e6865-9a30-48a8-a573-865684aec380,3
b68fc553-0ae7-4a66-9e7a-b080d391f285,0
b68fc553-0ae7-4a66-9e7a-b080d391f285,0
b68fc553-0ae7-4a66-9e7a-b080d391f285,0
f6d0477e-6c65-4615-aa63-eb08ba201d1d,3
f6d0477e-6c65-4615-aa63-eb08ba201d1d,3
1f7bfe83-009c-441d-8b00-f487d4b385ad,1
1f7bfe83-009c-441d-8b00-f487d4b385ad,1
57bfa561-fb8d-4748-97d3-4a3a6ecaf05e,3
57bfa561-fb8d-4748-97d3-4a3a6ecaf05e,3
57bfa561-fb8d-4748-97d3-4a3a6ecaf05e,3
c8a7ce21-d6b4-4c98-a4d9-84fadbd4380a,0
c8a7ce21-d6b4-4c98-a4d9-84fadbd4380a,0
c8a7ce21-d6b4-4c98-a4d9-84fadbd4380a,0
c8a7ce21-d6b4-4c98-a4d9-84fadbd4380a,0
5ab090b5-c6fe-40ad-91c8-dce7f3f0dad0,0
c53349c9-868e-4f41-94dc-b33d4abeb276,1
c53349c9-868e-4f41-94dc-b33d4abeb276,1
3aeacbb0-bfe6-4b87-b373-4562fc1d84d8,1
a197cb6e-9ce5-4bc7-ac94-1f8df2a4c0b2,1
b30d0d32-1fd4-4e94-802e-353d3c6363c8,3
b30d0d32-1fd4-4e94-802e-353d3c6363c8,3
b30d0d32-1fd4-4e94-802e-353d3c6363c8,3
68898c54-6cba-4f79-a888-0ea37eaefdfe,3
68898c54-6cba-4f79-a888-0ea37eaefdfe,3
68898c54-6cba-4f79-a888-0ea37eaefdfe,3
a25e2d64-0b92-4d54-b323-6af96bde6f43,1
a25e2d64-0b92-4d54-b323-6af96bde6f43,1
16b3912a-48f4-4584-bb84-573c545dab1f,4
16b3912a-48f4-4584-bb84-573c545dab1f,4
718e6865-9a30-48a8-a573-865684aec380,0
718e6865-9a30-48a8-a573-865684aec380,0
b68fc553-0ae7-4a66-9e7a-b080d391f285,0
b68fc553-0ae7-4a66-9e7a-b080d391f285,0
b68fc553-0ae7-4a66-9e7a-b080d391f285,0
c7f9fc24-cf1d-4bd1-9580-0e5685f82719,3
0c4a566e-e162-46e2-b191-2bb593023008,2
0c4a566e-e162-46e2-b191-2bb593023008,2
5b884f81-9390-4ea9-89b2-de468c0c9617,0
5b884f81-9390-4ea9-89b2-de468c0c9617,0
5b884f81-9390-4ea9-89b2-de468c0c9617,0
4da0036d-0d04-4519-a1cc-825dc567c6e4,1
4da0036d-0d04-4519-a1cc-825dc567c6e4,1
4da0036d-0d04-4519-a1cc-825dc567c6e4,1
4da0036d-0d04-4519-a1cc-825dc567c6e4,1
daadd92e-16f9-4498-874e-dc3a27705e97,1
daadd92e-16f9-4498-874e-dc3a27705e97,1
daadd92e-16f9-4498-874e-dc3a27705e97,1
718e6865-9a30-48a8-a573-865684aec380,0
718e6865-9a30-48a8-a573-865684aec380,0
c7f9fc24-cf1d-4bd1-9580-0e5685f82719,1
daadd92e-16f9-4498-874e-dc3a27705e97,1
daadd92e-16f9-4498-874e-dc3a27705e97,1
daadd92e-16f9-4498-874e-dc3a27705e97,1
8c643093-5ba7-438a-a0d9-741d5c05e7ec,4
8c643093-5ba7-438a-a0d9-741d5c05e7ec,4
c53349c9-868e-4f41-94dc-b33d4abeb276,1
c53349c9-868e-4f41-94dc-b33d4abeb276,1
b30d0d32-1fd4-4e94-802e-353d3c6363c8,4
b30d0d32-1fd4-4e94-802e-353d3c6363c8,4
b30d0d32-1fd4-4e94-802e-353d3c6363c8,4
98f25c77-74ad-4649-a7ab-472c95d31dfb,4
98f25c77-74ad-4649-a7ab-472c95d31dfb,4
98f25c77-74ad-4649-a7ab-472c95d31dfb,4
764cea05-372a-47e5-aa02-aa3fc1a44254,1
764cea05-372a-47e5-aa02-aa3fc1a44254,1
764cea05-372a-47e5-aa02-aa3fc1a44254,1
764cea05-372a-47e5-aa02-aa3fc1a44254,1
764cea05-372a-47e5-aa02-aa3fc1a44254,1
09a9ecaa-7aa3-435f-8157-efa1f0a48937,0
c7f9fc24-cf1d-4bd1-9580-0e5685f82719,1
a197cb6e-9ce5-4bc7-ac94-1f8df2a4c0b2,1
